text,label
Ivark okey athra athyavishamengil onlineil meeting vech paranja pore?? Janangaludey okey jeevan vechano kalikuney? Ith keraliyarudey nenjath keri ninulla thiruvathira kalli aay poi. Enta abhiprayathil ithil pankedutha elaavarkum ethirey case edukanam. Rules elaarkum ore pole ayirikanam!,original
ഇതു  പണികൊടുത്തുതാ  അണ്ണാ,Fake
"Don&#39;t fool the world around and I surprise from where did you get this information<br><br><a href=""https://www.covidvisualizer.com/"">https://www.covidvisualizer.com/</a><br><br>Please chk link above",Fake
ഈ രാഷ്ട്രീയം എന്നാൽ സ്വന്തം രാഷ്ട്രീയപാർട്ടിയെ മാത്രം അന്ധമായി സ്നേഹിക്കുക എന്നതും എതിരായി നിൽക്കുന്നവനെ അന്ധമായി എതിർക്കലും ആണ്..അത് വഴി സ്വന്തം ഇരിപ്പിടം ഉറപ്പാക്കുക..ജനങ്ങളെ വോട്ടിന് മാത്രം സ്നേഹിക്കുക.,original
സൂപ്പർ 🥰🥰🥰,original
ചൈന ഒരു ഏകാധിപത്യ രാജ്യമാണ് . ഈ ഏകാധിപത്യ സ്വഭാവം അവർ മറ്റു രാജ്യ രാജ്യങ്ങളുടെ മേലിൽ അടിച്ചേൽപിക്കുന്നു . ഇത് ഈ രാജ്യങ്ങൾ മുൻകൂട്ടി മനസിലാക്കുന്നില്ല. ഒരു പരിധി വരെ നമുടെ ഇന്ത്യ യും ഇങ്ങിനെ തന്നെ . ഇതിന് പരിഹാരം യോജിക്കുവാൻ കഴിയുന്ന രാജ്യങ്ങളുമായി യോജിച്ച് ഇവരെ ഒറ്റപെടുത്തുകയാണ് വേണ്ടത്. ഇവർ ലോകത്തിന് തന്നെ ഒരു വലിയ ഭിഷണിയാണ്.,Fake
Russia is big mystery innalem alochichu njan,Fake
Politicians noda chothikunathu pola scientists kaloda chothyam chothichu miduki aakando.,Fake
വിവരവും പഠിപ്പുമുള്ള  ഉള്ള ഒന്നിനെ പോലും ഈ പാർട്ടിയിൽ കാണാൻ ഇല്ലലോ......,original
Poli,original
Pravasikalk മാത്രം 7 divsm quarantine. വല്ലാത്ത നിയമം തന്നെ. വർഷങ്ങൾ koodumpol leav ന് vrunna പ്രവാസികളുടെ 7 divsm നശിപ്പിക്കാന്‍ aaanu eee തീരുമാനം. Avdann ടെസ്റ്റ് എടുത്ത് ഇവിടെ vnn വീണ്ടും 7 divsm kshtm thnne,original
Oru maha kunaravathira.kunavathira specialistanu  baby kuttan,original
<b>വേറുതെ അല്ല നാട് മുടിയുന്നത് ആളാവാന്‍ വേണ്ടി ഒാരോ തെണ്ടികള്‍ ഇങ്ങനെ തുടങ്ങിയാല്‍ എന്താവും ദൈവമേ</b>,Fake
ഇന്ത്യയും അമേരിക്കയുടെ കൈയിൽ നിന്ന് ആ മരുന്ന് വാങ്ങു...,Fake
Chinayude quality ulla product ini arum kali akilla made in china kelkumbo😃😄🤠,Fake
എല്ലാം ഒരു നാൾ മറ നിക്കി പുറത്തു വരും 👌👌🙏🙏🙏😔😔😔,Fake
ഇത്രയും ബുദ്ധിയില്ലാത്ത പാർട്ടി ആയിപോയല്ലോ<br><br>..,original
ഈ പാർട്ടിയിൽ ബുദ്ധിയും വകതിരിവും ഉള്ള ഒരൊറ്റ എണ്ണം ഇല്ലാന്ന് മനസിലായി 😛,original
ഈ QURANA വൈറസിനെ ലോകത്തുനിന്നും എന്നെന്നേക്കും ഇല്ലാതാക്കിയാൽ 99% സമാധാനം വീണ്ടെടുക്കാം!!!,Fake
നാടൻ ഞാൻ ഒരു ചോദ്യം ചോദിച്ചോട്ടെ ഇസ്രായേൽ കൊറോണ വൈറസ് എത്തിയോ നാടൻ ഇതുവരെ കൊറോണ റിപ്പോർട്ട് ചെയ്യാത്ത ഒരേ ഒരു രാജ്യം ഇസ്രായേൽ മാത്രമാണ് ഡോ പൊട്ടാ,Fake
NO 1 ...,original
"Ivarku onnum mask venda pavam pidicha pravasi  varshangal kazhinju avaru avrude kudubathe kanan varumpol  QURATINE, kashtam. Enthoru nadu.",original
രക്തസാക്ഷി തിരുവാതിര,original
Karnoomarkk aduppilum thooraam,original
സിപിഎം ന്റെ കൂടെ കൂടി വീണക്കും ബുന്ദി പോയി എന്നാൽ ജോർജ് ഏട്ടൻ ഒന്ന് പറഞ്ഞു മനസിലാക്കി കൂടെ ഇതിനെ യൊക്കെ കേരളം മൊത്തം പാർട്ടി കൊടിയേ ഉള്ളു നടക്കട്ടെ കോവിഡ് അല്ലാ ഒമിക്രോൺ ഞങ്ങള് സമ്മേളനം വിടൂല മക്കളെ. ബിജെപി സങ്കികൾ ഒരുഭാഗത്തു കോവിഡ് പരത്തി ഇപ്പോൾ സിപിഎം കാരും ഇനി ബാക്കി sdpi കാരും കോൺഗ്രസ്‌ കാരും കൂടി പൊതുയോഗം വെച്ചാൽ സുഖം കേരളം കിറ്റ് റെഡിയാക്കിയോ സകാക്കളെ കൊടുക്കാൻ ആ പേരിൽ കുറച്ചു വോട്ട് കൂടി കിട്ടും പാവപെട്ട കിളവികളെയും പെണ്ണുങ്ങളയും പറ്റിച്ചു വോട്ട് നേടാം,original
After corona china will bcome 1st in the world...China already started their productions and also they are the ones largely exporting the essential commodiies including ICU s tonprevent corona...Its clear that ...its a sample of BIOWAR...,Fake
ഉയീശ്ന്റെപ്പാ.... പ്രവാസികളുടെ ഒരു അവസ്ഥ....,original
താങ്കൾ.... വൈറോളിജിസ്റ് ന്... ഡോക്ടർ മാരെ... നിരാശ പെടുത്തി വാക്‌സിൻ കണ്ടു പിടിക്കുന്നവർ... ഉദാസീനത ഉണ്ടാക്കും... ഇതു പോലുള്ള... നിലപാട് വേണ്ട... കൊറോണ പോകുന്നു ഉണ്ട് എങ്കിൽ പോകട്ടെ... ആരും തടസ്സം പറയില്ല...,Fake
What a wonderful arts.,original
കോമാളികളെ തെരഞ്ഞെടുത്തിട്ട് മോങ്ങിയിട്ട് എന്ത് കാര്യം? അനുഭവിക്കുക!,original
China ഉണ്ടാക്കിയ biological weapon അല്ലെ ... അപ്പോൾ അതിന്റെ മറുമരുന്നും അവർ കണ്ടുപിടിച്ചതിനു ശേഷം virus തുറന്നു വിട്ടു അത്ര തന്നെ ...ചൈന ആയിട്ട് നല്ല ബന്ധം ഉള്ള റഷ്യക്ക് ചൈന മറുമരുന്ന് കൊടുത്തു വീട്ടുകാണും,Fake
സർ നിങ്ങൾ നേരെ ചൈനയിൽ ചെന്നു മാനവരാശിയെ രക്ഷിക്കൂ പ്ലീസ്,Fake
The rule is applicable to everyone,original
Medical mafia  ..,Fake
നിയമങ്ങൾ ഒക്കെ ജനങ്ങൾടെ നെഞ്ചത്തേയ്ക്ക് മാത്രം ഉള്ളൂ... ഓരോ,original
വിദ്യാഭ്യാസം മാത്രം പോര വിവേകം വേണം അതിന് യഥാർത്ഥ മനുഷ്യനാവണം അതാണ് ഇന്നത്തെ രാഷ്ട്രീയത്തിൽ ഇല്ലാത്തതും,original
November I&#39;ll Corona pokum,Fake
കോവിഡിന് ജാതി തിരിച്ചറിയാം അതുകൊണ്ടാന്നല്ലോ കുംഭമേളയ്ക്ക് കോവിഡ് വരാത്തത് .ഇത്ര പോലും രോഗവ്യാപനം ഇല്ലാതെയിരുന്ന 2020 കാലത്ത് ഈസ്റ്ററിനും ക്രിസ്തുമസ്സിനും പോലും കുർബ്ബാനയ്ക്ക് കടക്കാൻ അനുവദിച്ചില്ല. പറഞ്ഞീട്ടു കാര്യമില്ല പാട്ടകൊട്ടീം തിരി കത്തിച്ചും ചാണകവും ഗോമൂത്രവും കഴിച്ചും കോവിഡിനെ ഓടിക്കാൻ നോക്കിയവരല്ലേ .,Fake
Devaythinu nanni,Fake
ഉള്ളപ് ഇല്ലാത്ത തൊലിക്കട്ടി ഉള്ളവർ ഇതൊക്കെ nyeekarikkum,original
🤣🤣🤣🤣🤣🤣🤣oororoo  avatharangal🤭,original
പ്രകൃതിയുടെ വൈറസ് ആയിരുന്നെങ്കിൽ ഇത്ര ബുദ്ധിമുട്ടിക്കില്ലായിരുന്നു. പ്രകൃതി തന്നെ നശിപ്പിക്കാനുള്ള വഴി തരുകയും പെട്ടെന്ന് നശിക്കുകയും ചെയ്യുമായിരുന്നു. മനുഷ്യ നിർമ്മിതി ആയത് കൊണ്ടാണ് ലോകം മുഴുവൻ പ്രതിസന്ധിയിൽ തുടരുന്നത്....,Fake
വീണാ ജോർജിന് കോവിഡിനെ പേടിയില്ല<br>ആ ഭാഗത്ത് തേക്ക് ഇല്ലെന്ന്<br>രാജാവ്,original
ഇത് മറ്റൊന്നുമല്ല മറ്റുള്ള രാജ്യങ്ങളെ തകത്താൽ മൊത്തം ഒറ്റ രാജ്യമായി ചൈനക്ക് കിട്ടും. ഒരു പക്ഷെ ഇതിനുള്ള ശരിയായ മരുന്നുകൾ കണ്ട്പിടിച്ചിട്ടുമുണ്ടാകാം. മറ്റുള്ള രാജ്യങ്ങളുടെ കണ്ണിൽ പൊടിയിട്ട് തങ്ങളുടെ കുറച്ചാളുകളെയും അങ്ങ് കൊല്ലും.അപ്പോൾ ആരും സംശയിക്കില്ലല്ലോ. ചിലപ്പോൾ അങ്ങനെ ആണെങ്കിലോ??,Fake
"2500+ Coronavirus cases in Russia <a href=""http://www.todayonindia.com/covid19/russia/"">http://www.todayonindia.com/covid19/russia/</a>",Fake
Naaayinte മക്കൾ,Fake
എല്ലാവരും ഇനിയും കമ്മ്യൂണിസ്റ്റ്‌ പാർട്ടിക്ക് തന്നേ വോട്ട് ചെയ്യണേ,original
ചാച്ചര കേരളം,original
"KOOTHARA PARTY THIRUVATHIRA DEDICATED TO DHEERAJ, A LUCKY SOUL OF THE PARTY,",original
"വിജയിക്യട്ടെ+വിജയിക്യട്ടെ= വിജയിക്കയല്ല, വിരമിക്കും ഇങ്ങനെ പോയാൽ കേരളത്തിൽ",original
Polich,original
"ഷൈലജതിരയും veenaathirayum ഉടൻ റിലീസ് ചെയ്യും.ശിവൻ, കുട്ടി ആയതുകൊണ്ട് ഇപ്പൊ വേണ്ട.വളർന്നിട്ടും മതി",original
അപ്പോൾ പാവം ഈനാംപേച്ചി എന്ത് പിഴച്ചു,Fake
"ഷാജി അണ്ണന്റെ പുതിയ തമാശ .. ഇന്ത്യയെ ഇങ്ങിനെ നാണം കെടുത്തല്ലേ എന്ന് &#39;!! ഇന്ത്യ ഇനി നാണം കെടാൻ ബാക്കിയുണ്ടോ ഷാജി അണ്ണാ ??എന്തൊക്കെ ആയിരുന്നു ???കൈ കൊട്ടൽ , പാത്രം കൊട്ടൽ , ആകാശത്തു നിന്ന് poooooo വിതറൽ ,ഗോ മൂത്രം , ഗോ കൊറോണ ഗോ , ഇപ്പോൾ ട്വിറ്ററിൽ ഒന്നും പറയാൻ പാടില്ല എന്നും , Modiji വേറെ ലെവൽ",Fake
ഇനി അടച്ചിടൽ ഇല്ല കുഴിച്ചിടൽ മാത്രം,Fake
ലേശം ഉളുപ്പ്,original
InganePadamEthrakitty.AlkoottamUndavatheKaikottikalikkaloOrorutharumAvaravarudeVeettilNinneKalikkamallo.EnntteKolashChaithapore.,original
എല്ലാം അന്വേഷിക്കണം എന്നിട്ട് തീരുമാനിക്കണം ഇവർ കള്ളൻമാരാണോ സത്യസന്ധൻ മരാണോ എന്ന്.... അതിനു ആർക്കെങ്കിലും കഴിയോ ?,Fake
"ഞാൻ ഒന്ന് ചോദിച്ചോട്ടെ... ഇവരെ ഇങ്ങനെ അധിക്ഷേപിക്കാൻ IMA യും<br>മരുന്ന് ലോബികളും താങ്കൾക്കും ചാനലിനും എന്ത് വിലയിട്ടൂ.<br><br>ഇവരുടെ ചികിത്സയിൽ മരിച്ചവരുടെ കണക്ക് എടുക്കാൻ എളുപ്പമാണ്, ഒന്നോ രണ്ടോ ഇൗ കഴിഞ്ഞ 5 വർഷത്തിൽ ഉണ്ടാകും, എന്നാല് അതിന് പകരം ഇവർ ചികിത്സിച്ച് ഭേദമാക്കിയവരുടെ കണക്കെടുത്താൽ, നിങ്ങൾക്ക് പണം വാരി തരുന്ന അലോപ്പതി ഡോക്ടർമാർ കൊന്നതിന്റെ കണക്ക് കിട്ടും.<br>നല്ല ആഹാരം, നല്ല ശ്വസനം, സ്വന്തം കൃഷി ചെയ്ത് വീട്ടിൽ ഉണ്ടാക്കി കഴിക്കണം എന്ന് പറയുന്നതോ, ഇല്ലാത്ത രോഗത്തിന് മാറാത്ത മരുന്ന് കൊടുത്ത് ഇഞ്ച് ഇഞ്ചാ യി കൊല്ലുന്നതാണോ കുറ്റകരം.<br><br>നമ്മൾ ദിവസവും കഴിക്കുന്ന എല്ലാ ഭക്ഷ്യവസ്തുക്കളും അലോപ്പതി  മരുന്നും ചികിത്സയും മായമാണ് എന്ന് പറയുന്നത്, രാജ്യത്തെ ലൂസിഫർ മാർക്കും അവരുടെ എച്ചിൽ നക്കുന്ന പത്ര മാധ്യമങ്ങൾക്കു സഹിക്കാൻ പറ്റില്ല. മോഹനന് വൈദ്യ രും, dr jecob vadakkancheriyum  ഇല്ലത്തവേണ്ടത്, ജനങ്ങളുടെ ആവശ്യമേ അല്ല. ഇവിടത്തെ മരുന്ന് മാഫിയകൾക്ക് മാത്രമാണ്.<br><br>എല്ലാക്കാലവും നിങ്ങൾക്ക് ഇവരെ കല്ലെറിയാൻ കഴിയില്ല, സത്യം പുറത്ത് വരും... ഇന്നല്ലെങ്കിൽ നാളെ.... കരുതി ഇരുന്നോ.",Fake
Sathyamalle,Fake
തിരുവാതിര ൻ്റ് പുതിയ വകഭേദം...😂😂😂😂😂😂,original
പുര കത്തുമ്പോ  വാഴ വെട്ടുക    എന്നോക്കെ        പറയുന്നത് ഇതാ ല്ലെ,original
നടപടി ഉണ്ടാകുമോ 😁😁😁😁,original
Pinuvathira,original
അമിതമായി മുസ്ലിം വിരുദ്ധതയാണ് ഡ്രമ്പിനു വിനയായത് ഇല്ലെങ്കിൽ എല്ലാവരും ആ വാക്ക് അന്നേ സ്വീകരിച്ചേനെ. ഒരു നേതാക്കന്മാരും ഒരു വിഭാഗത്തിനുമാത്രം പിന്തുണ കൊടുക്കരുതെന്ന അറിവ്,Fake
Super,original
Varshangal kayinju onno rando maasthekk naattil varunna adhum booster dose okke eduthu varunna Paavam pravaasikalkk maathram mathi quarantine 😡😡,original
എന്താ ഇവിടെ നടകക്കുന്നത്?,original
ലോകരാജ്യങ്ങൾ ഒന്നിച്ച് നിന്ന് ചൈനയെ തകർക്കണം.അവരുടെ products ഒന്നും വാങ്ങരുത്.world map il ചൈന എന്ന രാജ്യം ഉണ്ടാവരുത്.,Fake
"എന്തിനാ ഈ വൈദ്യൻമാരുടെ പിന്നാലെ സമയം കളയുന്നത്, ഇവർ പറയുന്നത് വല്ലതും മനസിലാക്കാനുള്ള കഴിവ് ഇന്നത്തെ തലമുറയ്ക്ക് ഉണ്ടോ .വിദ്യാഭ്യാസ സ്ഥാപനങ്ങളിൽ നിന്ന് നേടിയതാണ് ഏറ്റവും വലിയ അറിവ് (എന്ന് വിശ്വസിക്കുക) .ജീവിതത്തിൻ്റെ നല്ലൊരു പങ്കും പഠനം, ജോലി എന്നിവയ്ക്ക് നീക്കിവയ്ക്കുക .കഷ്ടപ്പെട്ട് മൽസരിക്കുക അഥവാ ഒന്നാമത് എത്താൻ കഷ്ടപ്പെടുക .കൂടുതൽ പണം സമ്പാദിക്കണം എങ്കിലേ സക്സസ് ആകൂ ,എന്നിട്ട് വയസുകാലത്ത് (ജീവനോടെ ഉണ്ടെങ്കിൽ) ചാരുകസേരയിൽ ഇരുന്ന് മനസ്സിനെ പറഞ്ഞു വിശ്വസിപ്പിക്കാൻ ശ്രമിക്കണം, ഞാൻ ഒരു ബുദ്ധിമാൻ ആയിരുന്നു, ഞാൻ സ്വതന്ത്രമായി ജീവിച്ചു ,ഞാൻ അനുഭവിച്ചതായിരുന്നു യഥാർത്ഥ ജീവിതം എന്നൊക്കെ .തലമുറകളായി നമ്മളെ ഭരിച്ചു കൊണ്ടിരിക്കുന്നവരുടെ കൈയിലാണ് നമ്മുടെ പ്രതികരണ ശേഷിയുടെ അളവുകോൽ ,അത് ഇതുപോലെ ഒരു കമൻ്റിൽ ഒതുങ്ങി പോകുമെന്നും അവർക്ക് നന്നായി അറിയാം.",Fake
Halleluya glorious blood of Jesus christ saves,Fake
Support ❤️❤️❤️,Fake
China created the group corona<br><br>China adds all countries to the group<br><br>China makes USA as the admin<br><br>China leaves the group,Fake
ലെ കൊറോണ : ആഹാ ഒന്നിനും mask ഇല്ലല്ലോ   *ലെ വിജേട്ടൻ : കടക്ക് പുറത്ത് ️,original
Ee shastrakunjanmaar ippol avide.,Fake
"ഞാൻ ഈ പാർട്ടിക്കാരനാണെന്നു പറയാൻ തന്നെ നാണമാകുന്നു. ലോകമെങ്ങും ഒ മൈക്രോൺ ഭീഷണി നേരിടുന്നതിനായി സാമൂഹ്യ അകലം പാലിക്കണം., മാസ്ക് ധരിക്കണം എന്നൊക്കെ സമൂഹത്തിന് നല്ല മെസ്സേജ് നൽകേണ്ട സമയത്തുതന്നെ വേണം ഇങ്ങനെയൊക്കെ .<br>നാണമില്ലല്ലോ .... ബുദ്ധിയുള്ള ആരും ഈ പാർട്ടിയിൽ ശേഷിക്കാതായിപ്പോയോ ?",original
"If they are challenging why you are not taking the challenge,that means you are afraid",Fake
"ഉളുപ്പുണ്ടോ സഹകളെ, Rules should be same for all this is biased 😷😷",original
ആട്ടുന്നവനെ നെയ്യാൻ ആക്കിയാൽ ഇങ്ങനെ ഇരിക്കും,original
KARANABHOOTHAM,original
Apol tramp um job iddan  pettu,Fake
"Dr. ഗോബാലകൃഷ്ണൻ പറഞ്ഞതുപോലെ ഇവനൊക്കെ ചൈനക്കാരോട് കാശ് മേടിച്ചിട്ടുണ്ടാകും, എന്നിട്ടായിരിക്കും ഇ വായന",Fake
😂😂എന്താ ലേ 🤦‍♂️,original
ഗ്രീൻ സ്ക്രീൻ ഗ്ലായർ വരുന്നുണ്ട് വല്യ ചാനെൽ... നല്ല lights യൂസ്,Fake
എന്തായാലും മോശമായിപ്പോയി...<br>😑👎👎,original
ഈ വർഷത്തെ ആദ്യത്തെ കോമഡി 😂😂😂😂😂😂😂😂😂😂😂 വ്യക്തി പൂജ പാടില്ലെന്ന് പറയുന്ന പാർട്ടി തന്നെ വ്യക്തി പൂജ നടത്തുന്നു കൊള്ളാം,original
കണ്ട് പിടിക്കാൻ CID ഷാജനെ വിടാം,Fake
Enthoke thelive kond vannalum chinaye arkum onnum chyan kazhiyilla etrayo nalayi corona vannit ennit chinak ethire enth nadapadi eduthu,Fake
"Kashttam, Adimagal.   Kittu thannille?",original
Wy not its frm US so quickly effectd US<br>How viruses quickly travel to US,Fake
North Korea lokam keezhadakkan Vendi cheydirikkaaam,Fake
Ini pinjanam thiruvathira😃😃😄,original
മറുനാടൻ പറയുന്നത് 100<br>ശദമാനം ശെരിയാണ്,Fake
"God bless u Alll,,,,, Super Superbb Right Correct Sir Sajjan Scariya ,,,,,Right News&#39;s 👏👏👌👌👍💪💪🇳🇪🇳🇪 Chaina  Corona,,,,,,,,",Fake
ഇനി ഫുട്‌ബോൾ കളിക്കുമ്പോൾ മാർകിസ്റ്റിന്റെ ഒരു കൊടി കുത്തിവെച്ചാൽ മതിയല്ലോ ലെ 🙊,original
അതിന്റെ പിറ്റേന്ന് ശബരിമലയില്‍ എത്തിയ പതിനായിരക്കണക്കിന് ആളുകള്‍ കൊറോണയ്ക്ക് ഒന്നു തൊഴാൻ പോലും ഇട കൊടുക്കാതെ തിക്കിത്തിരക്കി നടക്കുന്ന കണ്ടല്ലോ. അതിൽ തനിക്ക് ഒരു ഗം ഉം ഒന്നും ഇല്ലെ 😎,original
ചൈനയിൽ മരുന്ന് കാണും,Fake
"Onnum  cheynailla  ....china  enna  country  il  ulla ....manushyare vere  rajathekku  mattyi thmaskipichuttu  ..........ella   country  koode chrrnu   china   ne  illathekuav  ...allengil   aa    president  ,,ne  vedi  vechu    kollu  .........nala  leaders aa  rajeev gandhi yen  indira  gandiyene   kollan  allkurunu  ......ethupoleathe    virthekettanmare kollan  allu illa  .....china  ennna  country  venda  ,,,.accept   cheyyundvaru  like  adi  😔😔😔😔😔😔😔😔😔😔",Fake
ഇതുപോലെ ജനങ്ങൾക്ക് പോസിറ്റീവ് ആയിട്ടുള്ള വീഡിയോസ് ഇനിയും തുടരട്ടെ,Fake
പൂരകത്തു ബോൾ ബീഡി കത്തിക്കാൻ ശ്രമിക്കരുത് എന്നാൽ പാരമ്പര്യ വൈദ്യൻമാരിൽ ഇന്ന് ചിലർBAM S ഉള്ളവരുണ്ട് അവരെ വിസ്വ ശിക്കാം,Fake
Kore party kaarum... Avarude bodhamillaatha paripadikalum... Ellaathinum purake pokan sakshara keralathile vivekikalaaya malayalykalum.. adipoli...,original
ചരിത്രം സാക്ഷിയാണ്!  പ്രതിവിധികളൊന്നും കണ്ടെത്തിയിട്ടില്ലാത്ത മഹാമാരികൾ പണ്ട് വന്നത് പോലെ തിരിച്ചു പോയിട്ടുണ്ട്.  അത് പ്രകൃതി നിയമമാണ്.  ഏത് മഹാമാരിയായാലും അതിന് നിലനില്ക്കാൻ കഴിയുന്ന ഒരു പരിധിയുണ്ട്.  അത് വരെ അത് താണ്ഡവമാടും! അവധിയെത്തിയാൽ അതിന്റെ വീര്യം നശിച്ച് മാളത്തിലേക്ക് വലിയുന്ന പാമ്പിനെപ്പോലെ അപ്രത്യക്ഷമാകും!  ഷാജൻ ചൂണ്ടിക്കാണിച്ചത് വാലിഡ് എക്സാംപിൾസ് ആണ്.  വൈറസ്  മടക്കത്തിനുള്ള കാരണം ചൂണ്ടിക്കാട്ടാൻ കഴിഞ്ഞില്ലെന്ന് മാത്രം!,Fake
Last weeks too much listened about afganistan please expl: present situations,Fake
"Purogamanam 100, Vakathirivu vatta poojyam",original
അന്തം കമ്മികളുടെ ഒരു കാര്യം 😂😂😂😂🤣🤣🤣,original
നമ്മൾ ഇപ്പൊ നിൽക്കുന്നത് ഗൾഫിലുള്ള പാറശാലയിൽ ആണ് 😂🤣,original
കഷ്ട്ടം തന്നെ മൊതലാളീ കഷ്ട്ടം 🤣,original
നാട്ടിലെക്ക് വന്നാൽ എയർ പോർട്ടിൽ വച്ച് പ്രവാസികളെ തൂക്കി കൊല്ലും എന്ന നിയമം വരണം എന്ന് ഒരു പ്രവാസി,original
ഓരോ മനുഷ്യരുടെയും ടൈം ആണ് പോകുന്നത് ടൈം ഒരിക്കലും തിരിച്ചു കിട്ടില്ല,Fake
Ellavar koodiyalle Jayippichath  anubhavikkatte,original
😀😀😀😀😀,original
കുറച്ചു അട്ടയെയും പുഴുവിനെയും കുടി തിന്നാൽ മതി,Fake
അമ്മയ്ക്ക് പ്രസവവേദന മകൾക്ക് വീണ വായന ഇതുങ്ങൾക്ക് ഒരു ബിരിയാണി മതി ഒരു മാതിരിക്കാളിക്ക് ഈ ആസ്വദിക്കുന്ന ഇവനെയൊക്കെ ചീഞ്ഞ കവളൻമടലിനടിക്കണം,original
ദൈവത്തിന് വേണ്ടി പ്രവർത്തിച്ചവരെ ദൈവം കാത്തോളും,Fake
ഇതു...ട്രാജേടിയാണോ അതോ  കോമെഡിയാണോ...ഒരുമാതിരി  രണ്ടുംകെട്ട അവസ്ഥയാണോ...ഒന്നും പറയാനില്ല... കഷ്ട്ടം.,original
ചഗാക്കൾ അടുപ്പിലും തൂ.... o🔥,original
"Hi, ഇതു ചൈന and അമേരിക്ക കൂടി നടത്തിയ ഗൂഢാലോചന ആണ്. പുറകോട്ടു പോവുക. 1820, 1920, ഇപ്പോൾ 2020 ഈ വർഷങ്ങളിൽ ആണ് ഓരോ പുതിയ വൈറസ് വന്നിട്ടുള്ളത്. മുഖ്യ കാരണം പോപുലേഷൻ kurakuka, ഇറ്റലിക്കു കിട്ടാൻ കാരണം ചൈനയുടെ ക്യാപിലിസം കൂടുതൽ ഷെയർ യൂറോപ്പ് കരുടേതാണ്. അതിൽ ഇറ്റലികാരുടേതാണ് കൂടുതലും. ഈ covid 19 വന്നതോടെ എല്ലാ യൂറോപ്പ്  അവരുടെ ഷെയർ വലിയ നഷ്ടത്തിൽ പിൻവലിച്ചു. അതു ചൈനക്ക് വലിയ ലാഭം ഉണർന്നു.... മനഃപൂർവം നടത്തിയ പ്ലാൻ. മനുഷ്യത്വം കാണിക്കാതെ ചതിച്ച ചതിയാണ് ബ്ലഡി ചൈന. I hate ചൈന ഭരണാധികാരികൾ fucking ബ്ലഡി..... etc....",Fake
ഓമിക്രോണിന് ഇതിലും നല്ല വരവേൽപ് ഒരു നാട്ടിലും കിട്ടൂല,original
Corana pravasi undakiya onnalla,Fake
പിണറായി ഭഗവാനും വീണ ഭഗവതിയും നമ്മളെ രക്ഷിക്കും,original
ഈ സമയത്ത് പരിപാടി അവതരിപ്പിച്ച മുഴുവന്‍ ആളുകളെയും പബ്ലികിൽ വിചാരണ ചെയ്യണം.ശിക്ഷിക്കണം... ഏത്‌ കൊമ്പത്ത് ഇരിക്കുന്ന തമ്പുരാന്‍ ആയാലും ശരി....,original
Udfkare maranathinte vyaparikal ennu vilicha Kammikal...Karnork adupilum akam,original
Eni avade okke aalukal marichu koranjhadondano?,Fake
Mukinde thaza nadana sambhavamlek Mukyamanthri valare vishadhamaayi anveshikyum arkm!🤦🏻‍♂️,original
നിഷയ്ക്കും മറ്റു അന്വേഷകർക്കും അഭിനന്ദനങ്ങൾ. ഗ്രേറ്റ്‌ വർക്ക്‌ ഗയ്‌സ്,Fake
presentation...👍,original
ആരോഗ്യ മന്ത്രിയുടെയും മുഖ്യ മന്ത്രിയും കൊറൊണയെ ഓടിക്കാൻ കണ്ടെത്തിയ തിരുവാതിരകളി കൊള്ളമല്ലോ,original
Janangal thanne aanu utharavaadikal. Avar alle peru mazhakkidayilum covid nte idayilum bhraanthamaayi  poyi vote cheythu jayippichathu... NOTA enna oru option undaayittu koodi ivare jayippichu..that means people like these...people deserve it..,original
China chadhikkunna chandhu,Fake
പ്രവാസികളുടെ  തലേ  കേറിക്കോ,original
500 cr mukkiyathum kudi,original
enikku tonnunnu marunnu lobyum vaidyar karanam busnss nastam vanna panakotiyanmar cherrnu pullye kudukkiyatanu ennu engilum vaidyare eppolum snehikkum viswasikkukem cheyunna valiya oru viifagam eppoluvuntu eswaran koode undavum etoru pareesanavayitt kandal maty dusta saktikalude lokavanitu nanma nadattan sramichal ottapeduttunna lokavanetu,Fake
Keralathinte karyam eduthale Communistugalude culture ariyamallo!?,Fake
നാണംകെട്ട രാഷ്ട്രീയം.,original
Ellaam vegam  Nalla health aayi Lokathile sakala jeevajaalangalum Nalla nilayil vegam varaname 😙😗,Fake
നിങ്ങള് പോളിയെ.... 😆😆😆<br>ഗം🐦,original
ഇങ്ങനെ സത്യം പറഞ്ഞാൽ സംഗി ഫാൻസ്‌ കുറയും ശ്രദ്ധിക്കുക,Fake
തിരുവനന്തപുരത്തെ മരണത്തിന്റെ വ്യാപാരികൾ,original
ലാസ്റ്റ് ഇളയപ്പന്റെ പ്ലൈൻ എൻട്രി...💥💥🔥🔥,original
Nalla bharanathalavanmaar.congratulations.🙏🙏🙏😅,original
Last pravasi..elam,original
ഈ കപ്പൽ ആടിയുലയുകയില്ല സൂർത്തുക്കളേ....ആടിയുലയുകയില്ല❤❤💪💪,original
ആരു കൊണ്ടു വന്നാലും ഈ വിവരദോഷികൾ കാണിക്കുന്ന<br>തന്തയില്ലായ്മ ഇന്ത്യാക്കാർ സഹിക്കണ്ടേ?,Fake
തിരുവാതിരയുടെ മഹത്വം കളഞ്ഞു,original
എളുപ്പം പഴയ ജീവിതം തിരിച്ചു വരട്ടെ,Fake
